"","ref","tooth","tribe","species"
"2515","DSCN4328","UM3","Tragelaphini","Tragelaphus strepsiceros"
"2516","DSCN4334","UM3","Tragelaphini","Tragelaphus strepsiceros"
"2517","DSCN5173","UM3","Tragelaphini","Tragelaphus strepsiceros"
"2518","DSCN5176","UM3","Tragelaphini","Tragelaphus strepsiceros"
"2519","DSCN5177","UM3","Tragelaphini","Tragelaphus strepsiceros"
"2520","DSCN5181","UM3","Tragelaphini","Tragelaphus strepsiceros"
"2521","DSCN5185","UM3","Tragelaphini","Tragelaphus strepsiceros"
"2522","DSCN5189","UM3","Tragelaphini","Tragelaphus strepsiceros"
"2523","DSCN5193","UM3","Tragelaphini","Tragelaphus strepsiceros"
"2524","DSCN5197","UM3","Tragelaphini","Tragelaphus strepsiceros"
"2525","DSCN5201","UM3","Tragelaphini","Tragelaphus strepsiceros"
"2526","DSCN5205","UM3","Tragelaphini","Tragelaphus strepsiceros"
"2527","DSCN5209","UM3","Tragelaphini","Tragelaphus strepsiceros"
"2528","DSCN5213","UM3","Tragelaphini","Tragelaphus strepsiceros"
"2529","DSCN5217","UM3","Tragelaphini","Tragelaphus strepsiceros"
"2530","DSCN5220","UM3","Tragelaphini","Tragelaphus strepsiceros"
"2531","DSCN5224","UM3","Tragelaphini","Tragelaphus strepsiceros"
"2532","DSCN5236","UM3","Tragelaphini","Tragelaphus strepsiceros"
"2533","DSCN5316","UM3","Tragelaphini","Tragelaphus strepsiceros"
"2534","DSCN5320","UM3","Tragelaphini","Tragelaphus strepsiceros"
"2535","DSCN5323","UM3","Tragelaphini","Tragelaphus strepsiceros"
